setting,user_learning_rate,item_learning_rate,n_copies,matched_mean,matched_sd,dp_mean,dp_sd,paired_difference_mean,paired_difference_sd,relative_loss_percent_from_group_means,copy_relative_loss_percent_mean,all_copies_dp_below_matched
equalized_both_lr3,3.0,0.3,3,0.002440996718463081,5.5519698519272204e-05,0.0017222143230444693,0.0002095762209094267,-0.0007187823954186119,0.0002581234935180741,29.446266354310257,29.31238699161186,True
reduced_item_only,7.0,0.3,3,0.004345258912358404,0.00034758690017339767,0.0019486824345601441,4.742029282420455e-05,-0.0023965764777982607,0.00037747592087440614,55.153824573769995,54.92780882427701,True
